date,Year,Month,Day,Weekday,Hour,Load_MW,T_act,T_fcst,Team Blue
13-Mar-10,2010,3,13,7,14,715.014,66,,
13-Mar-10,2010,3,13,7,15,697.786,66,,
13-Mar-10,2010,3,13,7,16,694.706,64,,
13-Mar-10,2010,3,13,7,17,712.975,64,,
13-Mar-10,2010,3,13,7,18,743.567,56,,
13-Mar-10,2010,3,13,7,19,810.301,55,,
13-Mar-10,2010,3,13,7,20,858.816,55,,
13-Mar-10,2010,3,13,7,21,844.753,52,,
13-Mar-10,2010,3,13,7,22,818.271,52,,
13-Mar-10,2010,3,13,7,23,771.937,50,,
13-Mar-10,2010,3,13,7,24,716.174,49,,
14-Mar-10,2010,3,14,1,1,673.92,48,,
14-Mar-10,2010,3,14,1,2,657.221,47,,
14-Mar-10,2010,3,14,1,3,657.221,47,,
14-Mar-10,2010,3,14,1,4,659.728,47,,
14-Mar-10,2010,3,14,1,5,675.328,47,,
14-Mar-10,2010,3,14,1,6,703.059,47,,
14-Mar-10,2010,3,14,1,7,749.529,46,,
14-Mar-10,2010,3,14,1,8,824.385,45,,
14-Mar-10,2010,3,14,1,9,925.443,46,,
14-Mar-10,2010,3,14,1,10,948.28,48,,
14-Mar-10,2010,3,14,1,11,892.928,51,,
14-Mar-10,2010,3,14,1,12,826.107,55,,
14-Mar-10,2010,3,14,1,13,797.63,57,,
14-Mar-10,2010,3,14,1,14,764.374,60,,
14-Mar-10,2010,3,14,1,15,726.876,60,,
14-Mar-10,2010,3,14,1,16,708.31,59,,
14-Mar-10,2010,3,14,1,17,713.649,60,,
14-Mar-10,2010,3,14,1,18,733.987,59,,
14-Mar-10,2010,3,14,1,19,771.531,58,,
14-Mar-10,2010,3,14,1,20,875.169,56,,
14-Mar-10,2010,3,14,1,21,947.417,55,,
14-Mar-10,2010,3,14,1,22,916.754,54,,
14-Mar-10,2010,3,14,1,23,842.276,54,,
14-Mar-10,2010,3,14,1,24,756.235,49,,
15-Mar-10,2010,3,15,2,1,693.405,47,,
15-Mar-10,2010,3,15,2,2,674.618,46,,
15-Mar-10,2010,3,15,2,3,675.208,46,,
15-Mar-10,2010,3,15,2,4,692.165,46,,
15-Mar-10,2010,3,15,2,5,740.144,44,,
15-Mar-10,2010,3,15,2,6,852.6,40,,
15-Mar-10,2010,3,15,2,7,1035.702,42,,
15-Mar-10,2010,3,15,2,8,1074.607,43,,
15-Mar-10,2010,3,15,2,9,986.329,45,,
15-Mar-10,2010,3,15,2,10,888.57,52,,
15-Mar-10,2010,3,15,2,11,813.608,58,,
15-Mar-10,2010,3,15,2,12,765.284,59,,
15-Mar-10,2010,3,15,2,13,731.518,58,,
15-Mar-10,2010,3,15,2,14,709.82,60,,
15-Mar-10,2010,3,15,2,15,694.887,59,,
15-Mar-10,2010,3,15,2,16,697.36,61,,
15-Mar-10,2010,3,15,2,17,726.404,61,,
15-Mar-10,2010,3,15,2,18,781.957,60,,
15-Mar-10,2010,3,15,2,19,836.499,58,,
15-Mar-10,2010,3,15,2,20,932.176,56,,
15-Mar-10,2010,3,15,2,21,994.6,54,,
15-Mar-10,2010,3,15,2,22,949.37,54,,
15-Mar-10,2010,3,15,2,23,861.639,52,,
15-Mar-10,2010,3,15,2,24,764.074,52,,
16-Mar-10,2010,3,16,3,1,700.843,51,,
16-Mar-10,2010,3,16,3,2,679.623,51,,
16-Mar-10,2010,3,16,3,3,682.176,50,,
16-Mar-10,2010,3,16,3,4,701.46,50,,
16-Mar-10,2010,3,16,3,5,742.124,50,,
16-Mar-10,2010,3,16,3,6,849.959,49,,
16-Mar-10,2010,3,16,3,7,1026.419,48,,
16-Mar-10,2010,3,16,3,8,1049.275,48,,
16-Mar-10,2010,3,16,3,9,964.859,48,,
16-Mar-10,2010,3,16,3,10,915.038,49,,
16-Mar-10,2010,3,16,3,11,891.004,50,,
16-Mar-10,2010,3,16,3,12,878.679,51,,
16-Mar-10,2010,3,16,3,13,861.46,50,,
16-Mar-10,2010,3,16,3,14,843.462,51,,
16-Mar-10,2010,3,16,3,15,827.681,52,,
16-Mar-10,2010,3,16,3,16,837.894,51,,
16-Mar-10,2010,3,16,3,17,883.299,52,,
16-Mar-10,2010,3,16,3,18,954.268,52,,
16-Mar-10,2010,3,16,3,19,1020.402,51,,
16-Mar-10,2010,3,16,3,20,1088.85,50,,
16-Mar-10,2010,3,16,3,21,1119.596,47,,
16-Mar-10,2010,3,16,3,22,1070.6,45,,
16-Mar-10,2010,3,16,3,23,998.024,43,,
16-Mar-10,2010,3,16,3,24,915.522,41,,
17-Mar-10,2010,3,17,4,1,874.115,39,,
17-Mar-10,2010,3,17,4,2,876.132,39,,
17-Mar-10,2010,3,17,4,3,896.335,39,,
17-Mar-10,2010,3,17,4,4,935.622,37,,
17-Mar-10,2010,3,17,4,5,1001.577,37,,
17-Mar-10,2010,3,17,4,6,1136.43,36,,
17-Mar-10,2010,3,17,4,7,1341.151,36,,
17-Mar-10,2010,3,17,4,8,1361.026,35,,
17-Mar-10,2010,3,17,4,9,1201.499,42,,
17-Mar-10,2010,3,17,4,10,1027.21,50,,
17-Mar-10,2010,3,17,4,11,904.395,56,,
17-Mar-10,2010,3,17,4,12,812.563,58,,
17-Mar-10,2010,3,17,4,13,753.447,62,,
17-Mar-10,2010,3,17,4,14,718.92,62,,
17-Mar-10,2010,3,17,4,15,701.076,62,,
17-Mar-10,2010,3,17,4,16,706.138,63,,
17-Mar-10,2010,3,17,4,17,741.036,63,,
17-Mar-10,2010,3,17,4,18,805.182,61,,
17-Mar-10,2010,3,17,4,19,872.251,59,,
17-Mar-10,2010,3,17,4,20,957.588,57,,
17-Mar-10,2010,3,17,4,21,1015.946,54,,
17-Mar-10,2010,3,17,4,22,985.165,53,,
17-Mar-10,2010,3,17,4,23,906.478,52,,
17-Mar-10,2010,3,17,4,24,814.021,51,,
18-Mar-10,2010,3,18,5,1,755.039,50,,
18-Mar-10,2010,3,18,5,2,734.555,50,,
18-Mar-10,2010,3,18,5,3,734.408,49,,
18-Mar-10,2010,3,18,5,4,744.574,48,,
18-Mar-10,2010,3,18,5,5,778.616,48,,
18-Mar-10,2010,3,18,5,6,876.81,47,,
18-Mar-10,2010,3,18,5,7,1046.918,46,,
18-Mar-10,2010,3,18,5,8,1064.992,47,,
18-Mar-10,2010,3,18,5,9,998.126,50,,
18-Mar-10,2010,3,18,5,10,971.135,53,,
18-Mar-10,2010,3,18,5,11,931.831,56,,
18-Mar-10,2010,3,18,5,12,885.668,62,,
18-Mar-10,2010,3,18,5,13,841.756,62,,
18-Mar-10,2010,3,18,5,14,798.19,65,,
18-Mar-10,2010,3,18,5,15,762.332,67,,
18-Mar-10,2010,3,18,5,16,755.288,66,,
18-Mar-10,2010,3,18,5,17,772.743,65,,
18-Mar-10,2010,3,18,5,18,813.2,64,,
18-Mar-10,2010,3,18,5,19,861.538,59,,
18-Mar-10,2010,3,18,5,20,947.465,55,,
18-Mar-10,2010,3,18,5,21,1018.494,53,,
18-Mar-10,2010,3,18,5,22,982.238,48,,
18-Mar-10,2010,3,18,5,23,896.926,48,,
18-Mar-10,2010,3,18,5,24,808.058,47,,
19-Mar-10,2010,3,19,6,1,751.618,47,,
19-Mar-10,2010,3,19,6,2,735.965,45,,
19-Mar-10,2010,3,19,6,3,744.107,44,,
19-Mar-10,2010,3,19,6,4,766.643,42,,
19-Mar-10,2010,3,19,6,5,817.936,39,,
19-Mar-10,2010,3,19,6,6,935.494,38,,
19-Mar-10,2010,3,19,6,7,1130.151,37,,
19-Mar-10,2010,3,19,6,8,1160.856,42,,
19-Mar-10,2010,3,19,6,9,1045.606,49,,
19-Mar-10,2010,3,19,6,10,912.642,57,,
19-Mar-10,2010,3,19,6,11,809.593,63,,
19-Mar-10,2010,3,19,6,12,739.911,67,,
19-Mar-10,2010,3,19,6,13,699.67,69,,
19-Mar-10,2010,3,19,6,14,683.552,72,,
19-Mar-10,2010,3,19,6,15,671.195,72,,
19-Mar-10,2010,3,19,6,16,673.572,73,,
19-Mar-10,2010,3,19,6,17,698.528,74,,
19-Mar-10,2010,3,19,6,18,719.553,72,,
19-Mar-10,2010,3,19,6,19,734.078,69,,
19-Mar-10,2010,3,19,6,20,779.012,64,,
19-Mar-10,2010,3,19,6,21,838.943,58,,
19-Mar-10,2010,3,19,6,22,812.058,54,,
19-Mar-10,2010,3,19,6,23,765.546,52,,
19-Mar-10,2010,3,19,6,24,701.566,50,,
20-Mar-10,2010,3,20,7,1,649.928,47,,
20-Mar-10,2010,3,20,7,2,632.753,47,,
20-Mar-10,2010,3,20,7,3,643.876,44,,
20-Mar-10,2010,3,20,7,4,668.156,43,,
20-Mar-10,2010,3,20,7,5,710.859,44,,
20-Mar-10,2010,3,20,7,6,777.257,41,,
20-Mar-10,2010,3,20,7,7,873.374,42,,
20-Mar-10,2010,3,20,7,8,974.019,40,,
20-Mar-10,2010,3,20,7,9,1011.74,49,,
20-Mar-10,2010,3,20,7,10,929.312,58,,
20-Mar-10,2010,3,20,7,11,837.69,67,,
20-Mar-10,2010,3,20,7,12,776.531,72,,
20-Mar-10,2010,3,20,7,13,741.576,74,,
20-Mar-10,2010,3,20,7,14,720.509,76,,
20-Mar-10,2010,3,20,7,15,711.939,76,,
20-Mar-10,2010,3,20,7,16,714.896,77,,
20-Mar-10,2010,3,20,7,17,730.459,77,,
20-Mar-10,2010,3,20,7,18,743.351,75,,
20-Mar-10,2010,3,20,7,19,740.737,72,,
20-Mar-10,2010,3,20,7,20,774.617,69,,
20-Mar-10,2010,3,20,7,21,829.074,66,,
20-Mar-10,2010,3,20,7,22,791.299,63,,
20-Mar-10,2010,3,20,7,23,729.033,64,,
20-Mar-10,2010,3,20,7,24,648.726,62,,
21-Mar-10,2010,3,21,1,1,583.307,60,,
21-Mar-10,2010,3,21,1,2,546.744,57,,
21-Mar-10,2010,3,21,1,3,535.976,57,,
21-Mar-10,2010,3,21,1,4,542.048,56,,
21-Mar-10,2010,3,21,1,5,563.742,53,,
21-Mar-10,2010,3,21,1,6,600.183,53,,
21-Mar-10,2010,3,21,1,7,662.121,53,,
21-Mar-10,2010,3,21,1,8,747.902,52,,
21-Mar-10,2010,3,21,1,9,847.67,54,,
21-Mar-10,2010,3,21,1,10,845.295,59,,
21-Mar-10,2010,3,21,1,11,787.057,65,,
21-Mar-10,2010,3,21,1,12,744.951,68,,
21-Mar-10,2010,3,21,1,13,731.799,67,,
21-Mar-10,2010,3,21,1,14,719.295,68,,
21-Mar-10,2010,3,21,1,15,698.053,68,,
21-Mar-10,2010,3,21,1,16,687.966,67,,
21-Mar-10,2010,3,21,1,17,701.255,68,,
21-Mar-10,2010,3,21,1,18,738.303,67,,
21-Mar-10,2010,3,21,1,19,763.191,66,,
21-Mar-10,2010,3,21,1,20,821.213,65,,
21-Mar-10,2010,3,21,1,21,872.078,64,,
21-Mar-10,2010,3,21,1,22,813.471,64,,
21-Mar-10,2010,3,21,1,23,717.155,64,,
21-Mar-10,2010,3,21,1,24,622.805,63,,
22-Mar-10,2010,3,22,2,1,550.913,63,,
22-Mar-10,2010,3,22,2,2,517.677,64,,
22-Mar-10,2010,3,22,2,3,502.225,63,,
22-Mar-10,2010,3,22,2,4,499.886,63,,
22-Mar-10,2010,3,22,2,5,519.732,63,,
22-Mar-10,2010,3,22,2,6,594.424,64,,
22-Mar-10,2010,3,22,2,7,740.704,64,,
22-Mar-10,2010,3,22,2,8,761.928,63,,
22-Mar-10,2010,3,22,2,9,715.841,58,,
22-Mar-10,2010,3,22,2,10,715.505,58,,
22-Mar-10,2010,3,22,2,11,714.667,60,,
22-Mar-10,2010,3,22,2,12,711.511,61,,
22-Mar-10,2010,3,22,2,13,701.057,64,,
22-Mar-10,2010,3,22,2,14,687.012,65,,
22-Mar-10,2010,3,22,2,15,679.502,61,,
22-Mar-10,2010,3,22,2,16,685.954,61,,
22-Mar-10,2010,3,22,2,17,716.955,58,,
22-Mar-10,2010,3,22,2,18,772.255,57,,
22-Mar-10,2010,3,22,2,19,837.306,52,,
22-Mar-10,2010,3,22,2,20,923.329,50,,
22-Mar-10,2010,3,22,2,21,991.186,49,,
22-Mar-10,2010,3,22,2,22,948.925,48,,
22-Mar-10,2010,3,22,2,23,869.199,46,,
22-Mar-10,2010,3,22,2,24,779.644,46,,
23-Mar-10,2010,3,23,3,1,731.136,44,,
23-Mar-10,2010,3,23,3,2,719.257,43,,
23-Mar-10,2010,3,23,3,3,729.628,42,,
23-Mar-10,2010,3,23,3,4,753.819,42,,
23-Mar-10,2010,3,23,3,5,810.444,41,,
23-Mar-10,2010,3,23,3,6,940.685,40,,
23-Mar-10,2010,3,23,3,7,1148.364,40,,
23-Mar-10,2010,3,23,3,8,1172.228,40,,
23-Mar-10,2010,3,23,3,9,1062.725,42,,
23-Mar-10,2010,3,23,3,10,969.706,47,,
23-Mar-10,2010,3,23,3,11,891.346,51,,
23-Mar-10,2010,3,23,3,12,824.893,53,,
23-Mar-10,2010,3,23,3,13,773.716,56,,
23-Mar-10,2010,3,23,3,14,731.019,60,,
23-Mar-10,2010,3,23,3,15,698.305,60,,
23-Mar-10,2010,3,23,3,16,686.203,65,,
23-Mar-10,2010,3,23,3,17,705.551,65,,
23-Mar-10,2010,3,23,3,18,738.868,63,,
23-Mar-10,2010,3,23,3,19,778.669,61,,
23-Mar-10,2010,3,23,3,20,855.286,58,,
23-Mar-10,2010,3,23,3,21,942.123,56,,
23-Mar-10,2010,3,23,3,22,898.475,53,,
23-Mar-10,2010,3,23,3,23,817.575,52,,
23-Mar-10,2010,3,23,3,24,722.973,50,,
24-Mar-10,2010,3,24,4,1,671.473,45,,
24-Mar-10,2010,3,24,4,2,664.811,41,,
24-Mar-10,2010,3,24,4,3,685.879,42,,
24-Mar-10,2010,3,24,4,4,718.427,41,,
24-Mar-10,2010,3,24,4,5,780.891,40,,
24-Mar-10,2010,3,24,4,6,915.647,42,,
24-Mar-10,2010,3,24,4,7,1122.913,40,,
24-Mar-10,2010,3,24,4,8,1141.912,41,,
24-Mar-10,2010,3,24,4,9,998.131,49,,
24-Mar-10,2010,3,24,4,10,862.478,55,,
24-Mar-10,2010,3,24,4,11,770.242,61,,
24-Mar-10,2010,3,24,4,12,715.207,66,,
24-Mar-10,2010,3,24,4,13,682.537,67,,
24-Mar-10,2010,3,24,4,14,667.85,70,,
24-Mar-10,2010,3,24,4,15,663.488,72,,
24-Mar-10,2010,3,24,4,16,676.245,72,,
24-Mar-10,2010,3,24,4,17,710.131,73,,
24-Mar-10,2010,3,24,4,18,748.731,73,,
24-Mar-10,2010,3,24,4,19,777.739,69,,
24-Mar-10,2010,3,24,4,20,823.796,66,,
24-Mar-10,2010,3,24,4,21,895.016,62,,
24-Mar-10,2010,3,24,4,22,847.128,60,,
24-Mar-10,2010,3,24,4,23,752.709,58,,
24-Mar-10,2010,3,24,4,24,647.561,56,,
25-Mar-10,2010,3,25,5,1,577.579,55,,
25-Mar-10,2010,3,25,5,2,548.738,53,,
25-Mar-10,2010,3,25,5,3,549.925,50,,
25-Mar-10,2010,3,25,5,4,565.386,53,,
25-Mar-10,2010,3,25,5,5,606.426,52,,
25-Mar-10,2010,3,25,5,6,717.562,52,,
25-Mar-10,2010,3,25,5,7,907.195,51,,
25-Mar-10,2010,3,25,5,8,932.58,51,,
25-Mar-10,2010,3,25,5,9,853.306,55,,
25-Mar-10,2010,3,25,5,10,778.341,60,,
25-Mar-10,2010,3,25,5,11,723.303,67,,
25-Mar-10,2010,3,25,5,12,694.146,68,,
25-Mar-10,2010,3,25,5,13,678.056,71,,
25-Mar-10,2010,3,25,5,14,674.124,72,,
25-Mar-10,2010,3,25,5,15,671.164,72,,
25-Mar-10,2010,3,25,5,16,679.17,75,,
25-Mar-10,2010,3,25,5,17,707.189,71,,
25-Mar-10,2010,3,25,5,18,735.976,70,,
25-Mar-10,2010,3,25,5,19,770.588,70,,
25-Mar-10,2010,3,25,5,20,838.122,68,,
25-Mar-10,2010,3,25,5,21,897.423,67,,
25-Mar-10,2010,3,25,5,22,843.779,66,,
25-Mar-10,2010,3,25,5,23,746.944,64,,
25-Mar-10,2010,3,25,5,24,641.91,64,,
26-Mar-10,2010,3,26,6,1,566.492,64,,
26-Mar-10,2010,3,26,6,2,528.196,63,,
26-Mar-10,2010,3,26,6,3,511.818,59,,
26-Mar-10,2010,3,26,6,4,507.222,58,,
26-Mar-10,2010,3,26,6,5,523.662,57,,
26-Mar-10,2010,3,26,6,6,594.786,57,,
26-Mar-10,2010,3,26,6,7,733.395,57,,
26-Mar-10,2010,3,26,6,8,749.756,57,,
26-Mar-10,2010,3,26,6,9,713.147,59,,
26-Mar-10,2010,3,26,6,10,698.864,61,,
26-Mar-10,2010,3,26,6,11,700.488,63,,
26-Mar-10,2010,3,26,6,12,696.919,65,,
26-Mar-10,2010,3,26,6,13,690.965,67,,
26-Mar-10,2010,3,26,6,14,682.513,64,,
26-Mar-10,2010,3,26,6,15,675.01,60,,
26-Mar-10,2010,3,26,6,16,678.047,51,,
26-Mar-10,2010,3,26,6,17,701.783,48,,
26-Mar-10,2010,3,26,6,18,739.274,46,,
26-Mar-10,2010,3,26,6,19,775.026,43,,
26-Mar-10,2010,3,26,6,20,829.954,42,,
26-Mar-10,2010,3,26,6,21,872.641,42,,
26-Mar-10,2010,3,26,6,22,864.357,41,,
26-Mar-10,2010,3,26,6,23,832.896,40,,
26-Mar-10,2010,3,26,6,24,784.489,38,,
27-Mar-10,2010,3,27,7,1,745.786,38,,
27-Mar-10,2010,3,27,7,2,725.144,37,,
27-Mar-10,2010,3,27,7,3,728.411,34,,
27-Mar-10,2010,3,27,7,4,752.303,35,,
27-Mar-10,2010,3,27,7,5,795.76,34,,
27-Mar-10,2010,3,27,7,6,867.207,33,,
27-Mar-10,2010,3,27,7,7,968.787,33,,
27-Mar-10,2010,3,27,7,8,1076.346,34,,
27-Mar-10,2010,3,27,7,9,1115.482,37,,
27-Mar-10,2010,3,27,7,10,1063.226,42,,
27-Mar-10,2010,3,27,7,11,981.291,46,,
27-Mar-10,2010,3,27,7,12,893.2,49,,
27-Mar-10,2010,3,27,7,13,814.914,50,,
27-Mar-10,2010,3,27,7,14,752.797,52,,
27-Mar-10,2010,3,27,7,15,712.46,54,,
27-Mar-10,2010,3,27,7,16,693.773,57,,
27-Mar-10,2010,3,27,7,17,697.633,56,,
27-Mar-10,2010,3,27,7,18,710.391,57,,
27-Mar-10,2010,3,27,7,19,726.785,55,,
27-Mar-10,2010,3,27,7,20,805.137,52,,
27-Mar-10,2010,3,27,7,21,901.319,50,,
27-Mar-10,2010,3,27,7,22,903.379,49,,
27-Mar-10,2010,3,27,7,23,884.544,47,,
27-Mar-10,2010,3,27,7,24,835.869,45,,
28-Mar-10,2010,3,28,1,1,798.536,43,,
28-Mar-10,2010,3,28,1,2,783.852,41,,
28-Mar-10,2010,3,28,1,3,784.964,40,,
28-Mar-10,2010,3,28,1,4,795.485,39,,
28-Mar-10,2010,3,28,1,5,811.392,39,,
28-Mar-10,2010,3,28,1,6,839.117,39,,
28-Mar-10,2010,3,28,1,7,888.864,40,,
28-Mar-10,2010,3,28,1,8,955.99,41,,
28-Mar-10,2010,3,28,1,9,1029.513,43,,
28-Mar-10,2010,3,28,1,10,1010.311,46,,
28-Mar-10,2010,3,28,1,11,900.888,50,,
28-Mar-10,2010,3,28,1,12,801.366,57,,
28-Mar-10,2010,3,28,1,13,756.045,63,,
28-Mar-10,2010,3,28,1,14,730.809,67,,
28-Mar-10,2010,3,28,1,15,707.801,67,,
28-Mar-10,2010,3,28,1,16,698.555,68,,
28-Mar-10,2010,3,28,1,17,709.489,66,,
28-Mar-10,2010,3,28,1,18,742.869,65,,
28-Mar-10,2010,3,28,1,19,765.939,63,,
28-Mar-10,2010,3,28,1,20,817.425,64,,
28-Mar-10,2010,3,28,1,21,872.218,64,,
28-Mar-10,2010,3,28,1,22,816.846,62,,
28-Mar-10,2010,3,28,1,23,723.097,62,,
28-Mar-10,2010,3,28,1,24,623.973,61,,
29-Mar-10,2010,3,29,2,1,551.924,62,,
29-Mar-10,2010,3,29,2,2,519.289,57,,
29-Mar-10,2010,3,29,2,3,504.838,57,,
29-Mar-10,2010,3,29,2,4,504.083,55,,
29-Mar-10,2010,3,29,2,5,523.331,55,,
29-Mar-10,2010,3,29,2,6,596.562,55,,
29-Mar-10,2010,3,29,2,7,734.945,56,,
29-Mar-10,2010,3,29,2,8,770.53,55,,
29-Mar-10,2010,3,29,2,9,729.943,56,,
29-Mar-10,2010,3,29,2,10,736.883,56,,
29-Mar-10,2010,3,29,2,11,746.161,57,,
29-Mar-10,2010,3,29,2,12,740.393,58,,
29-Mar-10,2010,3,29,2,13,723.703,61,,
29-Mar-10,2010,3,29,2,14,705.85,63,,
29-Mar-10,2010,3,29,2,15,689.119,64,,
29-Mar-10,2010,3,29,2,16,689.379,65,,
29-Mar-10,2010,3,29,2,17,715.746,66,,
29-Mar-10,2010,3,29,2,18,756.31,66,,
29-Mar-10,2010,3,29,2,19,788.257,63,,
29-Mar-10,2010,3,29,2,20,841.392,61,,
29-Mar-10,2010,3,29,2,21,904.043,59,,
29-Mar-10,2010,3,29,2,22,848.102,56,,
29-Mar-10,2010,3,29,2,23,754.424,54,,
29-Mar-10,2010,3,29,2,24,652.003,53,,
30-Mar-10,2010,3,30,3,1,584.005,52,,
30-Mar-10,2010,3,30,3,2,553.79,52,,
30-Mar-10,2010,3,30,3,3,548.525,52,,
30-Mar-10,2010,3,30,3,4,558.614,51,,
30-Mar-10,2010,3,30,3,5,590.995,51,,
30-Mar-10,2010,3,30,3,6,687.926,53,,
30-Mar-10,2010,3,30,3,7,858.103,53,,
30-Mar-10,2010,3,30,3,8,869.306,52,,
30-Mar-10,2010,3,30,3,9,798.835,54,,
30-Mar-10,2010,3,30,3,10,754.563,58,,
30-Mar-10,2010,3,30,3,11,722.229,60,,
30-Mar-10,2010,3,30,3,12,697.298,61,,
30-Mar-10,2010,3,30,3,13,681.025,63,,
30-Mar-10,2010,3,30,3,14,672.504,65,,
30-Mar-10,2010,3,30,3,15,665.718,66,,
30-Mar-10,2010,3,30,3,16,670.305,68,,
30-Mar-10,2010,3,30,3,17,698.483,69,,
30-Mar-10,2010,3,30,3,18,736.165,69,,
30-Mar-10,2010,3,30,3,19,765.425,67,,
30-Mar-10,2010,3,30,3,20,814.629,65,,
30-Mar-10,2010,3,30,3,21,899.276,61,,
30-Mar-10,2010,3,30,3,22,856.8,59,,
30-Mar-10,2010,3,30,3,23,772.227,58,,
30-Mar-10,2010,3,30,3,24,670.857,57,,
31-Mar-10,2010,3,31,4,1,607.111,56,,
31-Mar-10,2010,3,31,4,2,581.74,54,,
31-Mar-10,2010,3,31,4,3,586.314,53,,
31-Mar-10,2010,3,31,4,4,605.089,52,,
31-Mar-10,2010,3,31,4,5,651.306,49,,
31-Mar-10,2010,3,31,4,6,766.045,49,,
31-Mar-10,2010,3,31,4,7,953.769,44,,
31-Mar-10,2010,3,31,4,8,972.245,43,,
31-Mar-10,2010,3,31,4,9,865.575,53,,
31-Mar-10,2010,3,31,4,10,787.813,59,,
31-Mar-10,2010,3,31,4,11,733.797,62,,
31-Mar-10,2010,3,31,4,12,697.172,66,,
31-Mar-10,2010,3,31,4,13,679.662,68,,
31-Mar-10,2010,3,31,4,14,673.485,72,,
31-Mar-10,2010,3,31,4,15,675.309,74,,
31-Mar-10,2010,3,31,4,16,692.321,75,,
31-Mar-10,2010,3,31,4,17,728.108,76,,
31-Mar-10,2010,3,31,4,18,768.957,75,,
31-Mar-10,2010,3,31,4,19,796.362,75,,
31-Mar-10,2010,3,31,4,20,818.54,67,,
31-Mar-10,2010,3,31,4,21,898.795,62,,
31-Mar-10,2010,3,31,4,22,856.157,59,,
31-Mar-10,2010,3,31,4,23,763.846,55,,
31-Mar-10,2010,3,31,4,24,653.134,51,,
1-Apr-10,2010,4,1,5,1,581.661,51,,
1-Apr-10,2010,4,1,5,2,554.21,50,,
1-Apr-10,2010,4,1,5,3,550.813,50,,
1-Apr-10,2010,4,1,5,4,568.102,46,,
1-Apr-10,2010,4,1,5,5,611.516,47,,
1-Apr-10,2010,4,1,5,6,722.133,45,,
1-Apr-10,2010,4,1,5,7,905.972,44,,
1-Apr-10,2010,4,1,5,8,926.531,47,,
1-Apr-10,2010,4,1,5,9,827.033,57,,
1-Apr-10,2010,4,1,5,10,755.006,65,,
1-Apr-10,2010,4,1,5,11,715.179,71,,
1-Apr-10,2010,4,1,5,12,705.246,77,,
1-Apr-10,2010,4,1,5,13,714.077,79,,
1-Apr-10,2010,4,1,5,14,728.959,81,,
1-Apr-10,2010,4,1,5,15,749.843,83,,
1-Apr-10,2010,4,1,5,16,786.806,84,,
1-Apr-10,2010,4,1,5,17,831.181,83,,
1-Apr-10,2010,4,1,5,18,872.964,83,,
1-Apr-10,2010,4,1,5,19,886.877,80,,
1-Apr-10,2010,4,1,5,20,881.538,72,,
1-Apr-10,2010,4,1,5,21,931.478,69,,
1-Apr-10,2010,4,1,5,22,883.285,69,,
1-Apr-10,2010,4,1,5,23,790.141,69,,
1-Apr-10,2010,4,1,5,24,682.48,67,,
2-Apr-10,2010,4,2,6,1,589.871,64,,
2-Apr-10,2010,4,2,6,2,537.685,61,,
2-Apr-10,2010,4,2,6,3,514.166,59,,
2-Apr-10,2010,4,2,6,4,509.091,57,,
2-Apr-10,2010,4,2,6,5,523.154,56,,
2-Apr-10,2010,4,2,6,6,573.487,55,,
2-Apr-10,2010,4,2,6,7,660.933,54,,
2-Apr-10,2010,4,2,6,8,714.281,54,,
2-Apr-10,2010,4,2,6,9,743.714,60,,
2-Apr-10,2010,4,2,6,10,752.775,66,,
2-Apr-10,2010,4,2,6,11,753.848,72,,
2-Apr-10,2010,4,2,6,12,765.259,79,,
2-Apr-10,2010,4,2,6,13,786.232,83,,
2-Apr-10,2010,4,2,6,14,822.467,85,,
2-Apr-10,2010,4,2,6,15,860.108,87,,
2-Apr-10,2010,4,2,6,16,904.917,87,,
2-Apr-10,2010,4,2,6,17,950.065,87,,
2-Apr-10,2010,4,2,6,18,981.1,86,,
2-Apr-10,2010,4,2,6,19,969.344,84,,
2-Apr-10,2010,4,2,6,20,933.005,79,,
2-Apr-10,2010,4,2,6,21,956.669,75,,
2-Apr-10,2010,4,2,6,22,898.949,72,,
2-Apr-10,2010,4,2,6,23,811.789,71,,
2-Apr-10,2010,4,2,6,24,708.384,68,,
3-Apr-10,2010,4,3,7,1,611.816,66,,
3-Apr-10,2010,4,3,7,2,549.839,63,,
3-Apr-10,2010,4,3,7,3,515.313,61,,
3-Apr-10,2010,4,3,7,4,497.787,59,,
3-Apr-10,2010,4,3,7,5,495.911,57,,
3-Apr-10,2010,4,3,7,6,515.375,56,,
3-Apr-10,2010,4,3,7,7,553.301,55,,
3-Apr-10,2010,4,3,7,8,608.072,56,,
3-Apr-10,2010,4,3,7,9,694.083,60,,
3-Apr-10,2010,4,3,7,10,741.664,66,,
3-Apr-10,2010,4,3,7,11,755.872,69,,
3-Apr-10,2010,4,3,7,12,761.016,72,,
3-Apr-10,2010,4,3,7,13,777.522,75,,
3-Apr-10,2010,4,3,7,14,801.853,78,,
3-Apr-10,2010,4,3,7,15,832.112,79,,
3-Apr-10,2010,4,3,7,16,864.722,79,,
3-Apr-10,2010,4,3,7,17,884.414,77,,
3-Apr-10,2010,4,3,7,18,887.738,77,,
3-Apr-10,2010,4,3,7,19,869.097,76,,
3-Apr-10,2010,4,3,7,20,864.745,73,,
3-Apr-10,2010,4,3,7,21,916.604,71,,
3-Apr-10,2010,4,3,7,22,876.428,69,,
3-Apr-10,2010,4,3,7,23,793.534,68,,
3-Apr-10,2010,4,3,7,24,695.373,66,,
